1,3.765918
2,4.239648
3,4.699023
4,5.139258
5,5.550781
6,5.947949
7,6.325977
8,6.684863
9,7.019824
10,7.326074
11,7.617969
12,7.876367
13,8.106055
14,8.307031
15,8.464941
16,8.594141
17,8.680273
18,8.737695
19,8.766406
20,8.756836
21,8.728125
22,8.665918
23,8.579785
24,8.464941
25,8.307031
26,8.129980
27,7.924219
28,7.689746
29,7.412207
30,7.125098
31,6.814063
32,6.464746
33,6.115430
34,5.732617
35,5.335449
36,4.928711
37,4.498047
38,4.053027
39,3.598438
40,3.129492
41,2.650977
42,2.158105
43,1.670020
44,1.172363
45,0.679492
46,0.196191
47,-0.301465
48,-0.775195
49,-1.258496
50,-1.727441
51,-2.201172
52,-2.665332
53,-3.124707
54,-3.560156
55,-3.990820
56,-4.407129
57,-4.794727
58,-5.172754
59,-5.512500
60,-5.833105
61,-6.139355
62,-6.416895
63,-6.680078
64,-6.909766
65,-7.125098
66,-7.306934
67,-7.474414
68,-7.603613
69,-7.713672
70,-7.785449
71,-7.833301
72,-7.857227
73,-7.833301
74,-7.795020
75,-7.732813
76,-7.641895
77,-7.527051
78,-7.388281
79,-7.216016
80,-7.019824
81,-6.804492
82,-6.555664
83,-6.282910
84,-5.995801
85,-5.684766
86,-5.354590
87,-5.005273
88,-4.641602
89,-4.263574
90,-3.875977
91,-3.474023
92,-3.052930
93,-2.631836
94,-2.196387
95,-1.741797
96,-1.291992
97,-0.827832
98,-0.368457
99,0.086133
100,0.540723
101,0.990527
102,1.430762
103,1.875781
104,2.301660
105,2.732324
106,3.143848
107,3.545801
108,3.942969
109,4.316211
110,4.675098
111,5.010059
112,5.330664
113,5.632129
114,5.904883
115,6.163281
116,6.397754
117,6.608301
118,6.794922
119,6.957617
120,7.096387
121,7.211230
122,7.292578
123,7.345215
124,7.369141
125,7.364355
126,7.340430
127,7.283008
128,7.206445
129,7.110742
130,6.981543
131,6.833203
132,6.660938
133,6.459961
134,6.239844
135,6.000586
136,5.727832
137,5.450293
138,5.148828
139,4.833008
140,4.498047
141,4.143945
142,3.789844
143,3.411816
144,3.033789
145,2.641406
146,2.239453
147,1.842285
148,1.425977
149,1.009668
150,0.588574
151,0.181836
152,-0.234473
153,-0.645996
154,-1.047949
155,-1.454688
156,-1.856641
157,-2.244238
158,-2.617480
159,-2.985938
160,-3.340039
161,-3.684570
162,-4.009961
163,-4.325781
164,-4.622461
165,-4.900000
166,-5.153613
167,-5.392871
168,-5.612988
169,-5.804395
170,-5.981445
171,-6.139355
172,-6.263770
173,-6.373828
174,-6.455176
175,-6.522168
176,-6.565234
177,-6.579590
178,-6.574805
179,-6.546094
180,-6.488672
181,-6.412109
182,-6.302051
183,-6.172852
184,-6.029297
185,-5.857031
186,-5.675195
187,-5.469434
188,-5.244531
189,-5.000488
190,-4.737305
191,-4.459766
192,-4.172656
193,-3.856836
194,-3.531445
195,-3.201270
196,-2.851953
197,-2.502637
198,-2.143750
199,-1.775293
200,-1.406836
201,-1.033594
202,-0.660352
203,-0.267969
204,0.105273
205,0.502441
206,0.880469
207,1.248926
208,1.626953
209,1.985840
210,2.344727
211,2.684473
212,3.019434
213,3.335254
214,3.641504
215,3.938184
216,4.215723
217,4.493262
218,4.742090
219,4.966992
220,5.191895
221,5.383301
222,5.555566
223,5.708691
224,5.823535
225,5.938379
226,6.024512
227,6.096289
228,6.139355
229,6.163281
230,6.168066
231,6.139355
232,6.096289
233,6.029297
234,5.938379
235,5.833105
236,5.699121
237,5.545996
238,5.378516
239,5.191895
240,4.990918
241,4.775586
242,4.536328
243,4.282715
244,4.019531
245,3.732422
246,3.440527
247,3.139063
248,2.823242
249,2.488281
250,2.167676
251,1.837500
252,1.497754
253,1.153223
254,0.808691
255,0.459375
256,0.114844
257,-0.234473
258,-0.579004
259,-0.923535
260,-1.258496
261,-1.593457
262,-1.914063
263,-2.225098
264,-2.531348
265,-2.823242
266,-3.110352
267,-3.383105
268,-3.641504
269,-3.885547
270,-4.110449
271,-4.325781
272,-4.526758
273,-4.708594
274,-4.866504
275,-5.019629
276,-5.129688
277,-5.239746
278,-5.335449
279,-5.397656
280,-5.440723
281,-5.474219
282,-5.474219
283,-5.479004
284,-5.445508
285,-5.383301
286,-5.316309
287,-5.225391
288,-5.110547
289,-4.986133
290,-4.847363
291,-4.694238
292,-4.507617
293,-4.316211
294,-4.110449
295,-3.885547
296,-3.660645
297,-3.402246
298,-3.139063
299,-2.875879
300,-2.593555
301,-2.301660
302,-2.009766
303,-1.703516
304,-1.392480
305,-1.076660
306,-0.770410
307,-0.445020
308,-0.133984
309,0.191406
310,0.507227
311,0.823047
312,1.124512
313,1.430762
314,1.737012
315,2.033691
316,2.316016
317,2.593555
318,2.861523
319,3.119922
320,3.359180
321,3.593652
322,3.804199
323,4.009961
324,4.196582
325,4.364063
326,4.521973
327,4.660742
328,4.785156
329,4.885645
330,4.971777
331,5.043555
332,5.091406
333,5.124902
334,5.129688
335,5.124902
336,5.100977
337,5.053125
338,4.990918
339,4.919141
340,4.828223
341,4.718164
342,4.579395
343,4.440625
344,4.277930
345,4.100879
346,3.914258
347,3.703711
348,3.493164
349,3.268262
350,3.029004
351,2.789746
352,2.531348
353,2.272949
354,2.004980
355,1.722656
356,1.445117
357,1.158008
358,0.870898
359,0.579004
360,0.277539
361,0.000000
362,-0.287109
363,-0.583789
364,-0.866113
365,-1.134082
366,-1.411621
367,-1.679590
368,-1.942773
369,-2.191602
370,-2.440430
371,-2.670117
372,-2.895020
373,-3.110352
374,-3.306543
375,-3.488379
376,-3.655859
377,-3.823340
378,-3.966895
379,-4.096094
380,-4.210938
381,-4.311426
382,-4.397559
383,-4.459766
384,-4.512402
385,-4.541113
386,-4.555469
387,-4.550684
388,-4.536328
389,-4.498047
390,-4.445410
391,-4.378418
392,-4.301855
393,-4.196582
394,-4.086523
395,-3.962109
396,-3.818555
397,-3.665430
398,-3.497949
399,-3.316113
400,-3.115137
401,-2.918945
402,-2.708398
403,-2.483496
404,-2.253809
405,-2.014551
406,-1.775293
407,-1.516895
408,-1.272852
409,-0.995313
410,-0.741699
411,-0.473730
412,-0.200977
413,0.062207
414,0.325391
415,0.588574
416,0.846973
417,1.105371
418,1.358984
419,1.603027
420,1.847070
421,2.081543
422,2.311230
423,2.526563
424,2.732324
425,2.928516
426,3.110352
427,3.287402
428,3.445313
429,3.598438
430,3.722852
431,3.852051
432,3.962109
433,4.053027
434,4.129590
435,4.196582
436,4.239648
437,4.268359
438,4.282715
439,4.287500
440,4.268359
441,4.239648
442,4.196582
443,4.139160
444,4.057813
445,3.966895
446,3.866406
447,3.751563
448,3.617578
449,3.474023
450,3.316113
451,3.153418
452,2.976367
453,2.794531
454,2.603125
455,2.392578
456,2.172461
457,1.961914
458,1.741797
459,1.507324
460,1.277637
461,1.033594
462,0.789551
463,0.559863
464,0.311035
465,0.076563
466,-0.172266
467,-0.411523
468,-0.650781
469,-0.885254
470,-1.114941
471,-1.344629
472,-1.564746
473,-1.780078
474,-1.981055
475,-2.172461
476,-2.363867
477,-2.550488
478,-2.717969
479,-2.875879
480,-3.019434
481,-3.167773
482,-3.292188
483,-3.397461
484,-3.497949
485,-3.584082
486,-3.651074
487,-3.708496
488,-3.756348
489,-3.785059
490,-3.808984
491,-3.799414
492,-3.789844
493,-3.770703
494,-3.722852
495,-3.665430
496,-3.603223
497,-3.521875
498,-3.421387
499,-3.320898
500,-3.210840
501,-3.081641
502,-2.938086
503,-2.784961
504,-2.627051
505,-2.459570
506,-2.287305
507,-2.091113
508,-1.904492
509,-1.708301
510,-1.492969
511,-1.282422
512,-1.071875
513,-0.856543
514,-0.636426
515,-0.416309
516,-0.191406
517,0.033496
518,0.258398
519,0.473730
520,0.703418
521,0.918750
522,1.129297
523,1.335059
524,1.540820
525,1.737012
526,1.918848
527,2.105469
528,2.282520
529,2.450000
530,2.603125
531,2.761035
532,2.885449
533,3.019434
534,3.134277
535,3.244336
536,3.325684
537,3.407031
538,3.474023
539,3.521875
540,3.569727
541,3.593652
542,3.608008
543,3.612793
544,3.593652
545,3.574512
546,3.545801
547,3.488379
548,3.426172
549,3.349609
550,3.263477
551,3.167773
552,3.043359
553,2.928516
554,2.804102
555,2.655762
556,2.516992
557,2.363867
558,2.196387
559,2.024121
560,1.847070
561,1.660449
562,1.469043
563,1.277637
564,1.076660
565,0.880469
566,0.679492
567,0.473730
568,0.267969
569,0.062207
570,-0.143555
571,-0.344531
572,-0.550293
573,-0.746484
574,-0.942676
575,-1.134082
576,-1.311133
577,-1.492969
578,-1.674805
579,-1.832715
580,-1.985840
581,-2.143750
582,-2.287305
583,-2.426074
584,-2.545703
585,-2.660547
586,-2.765820
587,-2.856738
588,-2.938086
589,-3.000293
590,-3.067285
591,-3.119922
592,-3.153418
593,-3.186914
594,-3.191699
595,-3.191699
596,-3.182129
597,-3.153418
598,-3.124707
599,-3.076855
600,-3.014648
601,-2.947656
602,-2.861523
603,-2.780176
604,-2.679688
605,-2.569629
606,-2.454785
607,-2.320801
608,-2.191602
609,-2.043262
610,-1.890137
611,-1.732227
612,-1.569531
613,-1.402051
614,-1.225000
615,-1.052734
616,-0.870898
617,-0.684277
618,-0.497656
619,-0.311035
620,-0.124414
621,0.071777
622,0.253613
623,0.435449
624,0.622070
625,0.808691
626,0.985742
627,1.158008
628,1.330273
629,1.492969
630,1.650879
631,1.813574
632,1.957129
633,2.091113
634,2.225098
635,2.349512
636,2.459570
637,2.569629
638,2.660547
639,2.741895
640,2.818457
641,2.885449
642,2.938086
643,2.985938
644,3.009863
645,3.029004
646,3.048145
647,3.048145
648,3.033789
649,3.005078
650,2.976367
651,2.928516
652,2.875879
653,2.813672
654,2.741895
655,2.650977
656,2.560059
657,2.459570
658,2.349512
659,2.229883
660,2.100684
661,1.966699
662,1.823145
663,1.679590
664,1.521680
665,1.378125
666,1.215430
667,1.052734
668,0.885254
669,0.712988
670,0.545508
671,0.368457
672,0.196191
673,0.019141
674,-0.157910
675,-0.315820
676,-0.492871
677,-0.655566
678,-0.813477
679,-0.976172
680,-1.124512
681,-1.277637
682,-1.425977
683,-1.564746
684,-1.698730
685,-1.827930
686,-1.942773
687,-2.052832
688,-2.153320
689,-2.244238
690,-2.330371
691,-2.411719
692,-2.473926
693,-2.526563
694,-2.579199
695,-2.622266
696,-2.650977
697,-2.665332
698,-2.674902
699,-2.670117
700,-2.655762
701,-2.631836
702,-2.603125
703,-2.560059
704,-2.512207
705,-2.445215
706,-2.378223
707,-2.306445
708,-2.225098
709,-2.124609
710,-2.014551
711,-1.909277
712,-1.794434
713,-1.665234
714,-1.540820
715,-1.402051
716,-1.268066
717,-1.124512
718,-0.980957
719,-0.837402
720,-0.684277
721,-0.516797
722,-0.358887
723,-0.200977
724,-0.043066
725,0.124414
726,0.272754
727,0.430664
728,0.579004
729,0.722559
730,0.880469
731,1.024023
732,1.167578
733,1.306348
734,1.435547
735,1.564746
736,1.684375
737,1.794434
738,1.904492
739,2.004980
740,2.095898
741,2.182031
742,2.258594
743,2.325586
744,2.392578
745,2.440430
746,2.483496
747,2.516992
748,2.540918
749,2.560059
750,2.560059
751,2.555273
752,2.540918
753,2.521777
754,2.488281
755,2.450000
756,2.402148
757,2.344727
758,2.277734
759,2.205957
760,2.124609
761,2.024121
762,1.942773
763,1.832715
764,1.727441
765,1.607813
766,1.492969
767,1.373340
768,1.244141
769,1.110156
770,0.976172
771,0.837402
772,0.693848
773,0.550293
774,0.411523
775,0.267969
776,0.119629
777,-0.033496
778,-0.172266
779,-0.325391
780,-0.454590
781,-0.593359
782,-0.736914
783,-0.866113
784,-0.995313
785,-1.119727
786,-1.239355
787,-1.349414
788,-1.464258
789,-1.569531
790,-1.660449
791,-1.751367
792,-1.842285
793,-1.914063
794,-1.985840
795,-2.048047
796,-2.095898
797,-2.143750
798,-2.182031
799,-2.215527
800,-2.229883
801,-2.239453
802,-2.234668
803,-2.244238
804,-2.225098
805,-2.201172
806,-2.172461
807,-2.129395
808,-2.086328
809,-2.028906
810,-1.971484
811,-1.894922
812,-1.823145
813,-1.732227
814,-1.650879
815,-1.550391
816,-1.449902
817,-1.349414
818,-1.225000
819,-1.105371
820,-0.990527
821,-0.866113
822,-0.736914
823,-0.612500
824,-0.468945
825,-0.344531
826,-0.215332
827,-0.066992
828,0.062207
829,0.196191
830,0.330176
831,0.468945
832,0.598145
833,0.727344
834,0.851758
835,0.976172
836,1.086230
837,1.215430
838,1.320703
839,1.421191
840,1.521680
841,1.612598
842,1.708301
843,1.789648
844,1.861426
845,1.928418
846,1.981055
847,2.043262
848,2.086328
849,2.129395
850,2.158105
851,2.172461
852,2.196387
853,2.196387
854,2.201172
855,2.186816
856,2.172461
857,2.153320
858,2.119824
859,2.076758
860,2.033691
861,1.971484
862,1.914063
863,1.837500
864,1.760938
865,1.679590
866,1.593457
